occurred_on_date,case_count,D_A1,D_A15,D_A7,D_B2,D_B3,D_C11,D_C6,D_D14,D_D4,D_E13,D_E18,D_E5,D_External,day_1,day_2,day_3,day_4,day_5,day_6,day_7
735768,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
735768,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
735768,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
735769,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
735769,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
735769,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
735769,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
735769,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
735769,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
735770,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
735770,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
735770,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
735770,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
735770,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
735770,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
735771,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,48,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
735771,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
735771,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
735771,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
735771,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
735771,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
735772,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
735772,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
735772,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
735772,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
735772,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
735772,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
735773,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
735773,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
735773,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
735773,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
735773,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
735773,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
735774,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
735774,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
735774,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
735774,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
735774,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
735774,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
735775,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
735775,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
735775,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
735775,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
735775,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
735775,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
735776,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735776,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735776,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735776,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735776,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735776,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
